,Paper Title,Author,Affiliation,Conference,Year,Link to Paper,Link for Code,Available,ReadMe,RepoGoal,TrainedModel,Out-of-box,Runs,Output,Data_Available,Train/test,Reason,Model Used,Hyperparameters,Training Described
589,Fooling the Eyes of Autonomous Vehicles: Robust Physical Adversarial Examples Against Traffic Sign Recognition Systems,"Wei Jia, Zhaojun Lu, Haichun Zhang, Zhenglin Liu, Jie Wang, Gang Qu Wei Jia, Zhaojun Lu, Haichun Zhang, Zhenglin Liu, Jie Wang, Gang Qu ",1.0,NDSS,2022,https://www.ndss-symposium.org/wp-content/uploads/2022-130-paper.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,"DNN, R-CNN",2.0,2.0
590,GhostTalk: Interactive Attack on Smartphone Voice System Through Power Line,"Yuanda Wang, Hanqing Guo, Qiben Yan",0.0,NDSS,2022,https://www.ndss-symposium.org/wp-content/uploads/2022-254-paper.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,"DNN, CNN",0.0,1.0
591,MIRROR: Model Inversion for Deep Learning Network with High Fidelity,"Shengwei An, Guanhong Tao, Qiuling Xu, Yingqi Liu, Guangyu Shen, Yuan Yao, Jingwei Xu, Xiangyu Zhang",0.0,NDSS,2022,https://www.ndss-symposium.org/wp-content/uploads/2022-335-paper.pdf,https://github.com/njuaplusplus/mirror,1,1,0,0,0,1,1,4.0,0.0,-1.0,"StyleGAN, GAN",0.0,1.0
592,What You See is Not What the Network Infers: Detecting Adversarial Examples Based on Semantic Contradiction,"Yijun Yang, Ruiyuan Gao, Yu Li, Qiuxia Lai, Qiang Xu",0.0,NDSS,2022,https://www.ndss-symposium.org/wp-content/uploads/2022-1-paper.pdf,https://github.com/cure-lab/ContraNet,1,2,0,1,0,0,0,1.0,0.0,-1.0,DNN,1.0,2.0
593,RamBoAttack: A Robust Query Efficient Deep Neural Network Decision Exploit,"Viet Quoc Vo, Ehsan Abbasnejad, Damith C. Ranasinghe ",0.0,NDSS,2022,https://www.ndss-symposium.org/wp-content/uploads/2022-200-paper.pdf,https://github.com/RamBoAttack/RamBoAttack.github.io,1,2,0,0,0,0,0,4.0,0.0,-1.0,DNN,2.0,1.0
594,Balancing Image Privacy and Usability with Thumbnail-Preserving Encryption,"Kimia Tajik, Akshith Gunasekharan, Rhea Dutta, Brandon Ellis, Rakesh B. Bobba, Mike Rosulek, Charles V. Wright, Wu-Chi Feng",0.0,NDSS,2019,https://www.ndss-symposium.org/wp-content/uploads/2019/02/ndss2019_07B-1_Tajik_paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,image recognition/identification,0.0,0.0
595,Profit: Detecting and Quantifying Side Channels in Networked Applications,"Nicolás Rosner, Ismet Burak Kadron, Lucas Bang, Tevfik Bultan",0.0,NDSS,2019,https://www.ndss-symposium.org/wp-content/uploads/2019/02/ndss2019_05B-2_Rosner_paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,feature extraction,0.0,0.0
596,EarArray: Defending against DolphinAttack via Acoustic Attenuation,"Guoming Zhang, Xiaoyu Ji, Xinfeng Li, Gang Qu, Wenyuan Xu",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_5A-4_24551_paper.pdf,,2,0,-1,-1,-1,-1,-1,0.0,0.0,0.0,SVM,0.0,2.0
597,FARE: Enabling Fine-grained Attack Categorization under Low-quality Labeled Data,"Junjie Liang, Wenbo Guo, Tongbo Luo, Vasant Honavar, Gang Wang, Xinyu Xing",1.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_5C-4_24403_paper.pdf,https://github.com/junjieliang672/FARE,1,1,0,1,1,1,1,1.0,1.0,-1.0,"Clustering (K Means, DBSCAN, DEC, DAGMM), unsupervised ML, ensemble model",2.0,2.0
598,CV-INSPECTOR: Towards Automating Detection of Adblock Circumvention,"Hieu Le, Athina Markopoulou, Zubair Shafiq",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_7C-1_24055_paper.pdf,https://github.com/UCI-Networking-Group/cv-inspector,3,1,2,1,1,1,1,2.0,0.0,0.0,None,0.0,0.0
599,Towards Understanding and Detecting Cyberbullying in Real-world Images,"Nishant Vishwamitra, Hongxin Hu, Feng Luo, Long Cheng",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_7C-4_24260_paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"Classifier Models (baseline, factors-only, fine-tuned pre-trained, multimodal)",0.0,1.0
600,Inexpensive Brainwave Authentication: New Techniques and Insights on User Acceptance,"Patricia Arias-Cabarcos, Thilo Habrich, Karen Becker, Christian Becker, Thorsten Strufe",0.0,Usenix,2021,https://www.usenix.org/conference/usenixsecurity21/presentation/arias-cabarcos,https://git.scc.kit.edu/pd7949/brainwave-authentication,2,-1,-1,-1,-1,-1,-1,1.0,1.0,-1.0,"KNN, SVM, GNB, logistic regression, linear SVM",0.0,2.0
601,"Helping Users Automatically Find and Manage Sensitive, Expendable Files in Cloud Storage","Mohammad Taha Khan, Christopher Tran, Shubham Singh, Dimitri Vasilkov, Chris Kanich, Blase Ur, Elena Zheleva",0.0,Usenix,2021,https://www.usenix.org/conference/usenixsecurity21/presentation/khan-mohammad,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"NLP (TF-IDF, topic modeling, word2vec, bag of words), supervised learning (decision trees, logistic regression, random forest, DNN, XGBoost), random classifier, majority classifier",1.0,2.0
602,Reducing Bias in Modeling Real-world Password Strength via Deep Learning and Dynamic Dictionaries,"Dario Pasquini, Marco Cianfriglia, Giuseppe Ateniese, Massimo Bernaschi",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-pasquini.pdf,https://github.com/TheAdamProject/adams,1,2,0,0,1,1,1,1.0,0.0,-1.0,"DNN, multi-label classification",2.0,2.0
603,Reducing Test Cases with Attention Mechanism of Neural Networks,"Xing Zhang, Jiongyi Chen, Chao Feng, Ruilin Li, Yunfei Su, Bin Zhang, Jing Lei, Chaojing Tang",0.0,Usenix,2021,https://www.usenix.org/conference/usenixsecurity21/presentation/zhang-xing,https://github.com/zxhree/SCREAM,0,0,-1,-1,-1,-1,-1,0.0,0.0,0.0,"NLP, Bi-gram, LSTM, CNN",1.0,1.0
604,T-Miner: A Generative Approach to Defend Against Trojan Attacks on DNN-based Text Classification,"Ahmadreza Azizi, Ibrahim Asadullah Tahmid, Asim Waheed, Neal Mangaokar, Jiameng Pu, Mobin Javed, Chandan K. Reddy, Bimal Viswanath",,Usenix,2021,https://www.usenix.org/conference/usenixsecurity21/presentation/azizi,https://github.com/reza321/T-Miner,1,2,0,1,0,0,0,1.0,0.0,-1.0,"DNN (LSTM, Bi-LSTM, Transformer)",2.0,0.0
605,CADE: Detecting and Explaining Concept Drift Samples for Security Applications,"Limin Yang, Wenbo Guo, Qingying Hao, Arridhana Ciptadi, Ali Ahmadzadeh, Xinyu Xing, Gang Wang",1.0,Usenix,2021,https://www.usenix.org/system/files/sec21-yang-limin.pdf,https://github.com/whyisyoung/CADE,1,2,0,1,1,1,1,1.0,0.0,-1.0,supervised learning/classifier,1.0,1.0
606,SIGL: Securing Software Installations Through Deep Graph Learning,"Xueyuan Han, Xiao Yu, Thomas Pasquier, Ding Li, Junghwan Rhee, James Mickens, Margo Seltzer, Haifeng Chen",,Usenix,2021,https://www.usenix.org/conference/usenixsecurity21/presentation/han-xueyuan,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"deep graph learning model, LSTM",0.0,1.0
607,SyzVegas: Beating Kernel Fuzzing Odds with Reinforcement Learning,"Daimeng Wang, Zheng Zhang, Hang Zhang, Zhiyun Qian, Srikanth V. Krishnamurthy, Nael Abu-Ghazaleh",0.0,Usenix,2021,https://www.usenix.org/conference/usenixsecurity21/presentation/wang-daimeng,https://github.com/seclab-ucr/SyzVegas,1,0,2,0,0,0,0,-1.0,-1.0,-1.0,reinforcement-learning,-1.0,0.0
608,ATLAS: A Sequence-based Learning Approach for Attack Investigation,"Abdulellah Alsaheel, Yuhong Nan, Shiqing Ma, Le Yu, Gregory Walkup, Z. Berkay Celik, Xiangyu Zhang, Dongyan Xu",0.0,Usenix,2021,https://www.usenix.org/conference/usenixsecurity21/presentation/alsaheel,https://github.com/purseclab/ATLAS,1,2,0,0,0,0,0,1.0,0.0,-1.0,LSTM,0.0,0.0
609,ELISE: A Storage Efficient Logging System Powered by Redundancy Reduction and Representation Learning,"Hailun Ding, Shenao Yan, Juan Zhai, and Shiqing Ma",0.0,Usenix,2021,https://www.usenix.org/conference/usenixsecurity21/presentation/ding,https://github.com/RU-System-Software-and-Security/ELISE-2021,1,1,1,0,0,0,0,3.0,0.0,0.0,DNN,1.0,1.0
610,DeepReflect: Discovering Malicious Functionality through Binary Reconstruction,"Evan Downing, Yisroel Mirsky, Kyuhong Park, Wenke Lee",0.0,Usenix,2021,https://www.usenix.org/conference/usenixsecurity21/presentation/downing,https://github.com/evandowning/deepreflect,1,1,2,0,0,0,0,2.0,0.0,0.0,Autoencoder/neural networks,1.0,2.0
611,Scalable Detection of Promotional Website Defacements in Black Hat SEO Campaigns,"Ronghai Yang, Xianbo Wang, Cheng Chi, Dawei Wang, Jiawei He, Siming Pang, Wing Cheong Lau",2.0,Usenix,2021,https://www.usenix.org/conference/usenixsecurity21/presentation/yang-ronghai,,0,-1,-1,-1,-1,-1,-1,1.0,0.0,-1.0,NLP,1.0,2.0
612,Compromised or Attacker-Owned: A Large Scale Classification and Study of Hosting Domains of Malicious URLs,"Ravindu De Silva, Mohamed Nabeel, Charith Elvitigala, Issa Khalil, Ting Yu, Chamath Keppitiyagama",0.0,Usenix,2021,https://www.usenix.org/conference/usenixsecurity21/presentation/desilva,https://github.com/qcri/compromised,1,0,0,0,1,1,1,1.0,0.0,-1.0,"support vector classification, random forest, extra tree, logistic regression, decision tree, gradient boosting, ada boosting, K-neighbors",0.0,1.0
613,Phishpedia: A Hybrid Deep Learning Based Approach to Visually Identify Phishing Webpages,"Yun Lin, Ruofan Liu, Dinil Mon Divakaran, Jun Yang Ng, Qing Zhou Chan, Yiwen Lu, Yuxuan Si, Fan Zhang, Jin Song Dong",0.0,Usenix,2021,https://www.usenix.org/conference/usenixsecurity21/presentation/lin,https://github.com/lindsey98/Phishpedia,1,1,0,0,1,1,1,1.0,0.0,-1.0,"object detection, transfer-learning based Siamese model",0.0,1.0
614,Deep Entity Classification: Abusive Account Detection for Online Social Networks,"Teng Xu, Gerard Goossen, Huseyin Kerem Cevahir, Sara Khodeir, Yingyezhe Jin, Frank Li, Shawn Shan, Sagar Patel, David Freeman, Paul Pearce",3.0,Usenix,2021,https://www.usenix.org/conference/usenixsecurity21/presentation/xu-teng,,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,"GBDT, decision tree, MS-MTL",0.0,1.0
615,Mystique: Efficient Conversions for Zero-Knowledge Proofs with Applications to Machine Learning,"Chenkai Weng, Northwestern University; Kang Yang, State Key Laboratory of Cryptology; Xiang Xie, Shanghai Key Laboratory of Privacy-Preserving Computation and MatrixElements Technologies; Jonathan Katz, University of Maryland; Xiao Wang, Northwestern University",,Usenix,2021,https://www.usenix.org/system/files/sec21-weng.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"Resnet, LeNet",1.0,1.0
616,Automatic Extraction of Secrets from the Transistor Jungle using Laser-Assisted Side-Channel Attacks,"Thilo Krachenfels, Tuba Kiyan, Shahin Tajik, Jean-Pierre Seifert",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-krachenfels.pdf,https://depositonce.tu-berlin.de/items/11af8d99-bfb4-4083-b423-656315ba81e4,0,-1,-1,-1,-1,-1,-1,1.0,1.0,-1.0,CNN,1.0,1.0
617,Lord of the Ring(s): Side Channel Attacks on the CPU On-Chip Ring Interconnect Are Practical,"Riccardo Paccagnella, Licheng Luo, Christopher W. Fletcher",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-paccagnella.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,SVM,0.0,0.0
618,Charger-Surfing: Exploiting a Power Line Side-Channel for Smartphone Information Leakage,"Patrick Cronin, Xing Gao, Chengmo Yang",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-cronin.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,CNN,2.0,0.0
619,Fuzzy Labeled Private Set Intersection with Applications to Private Real-Time Biometric Search,"Erkam Uzun, Simon P. Chung, Vladimir Kolesnikov, Alexandra Boldyreva, Wenke Lee",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-uzun.pdf,,0,-1,-1,-1,-1,-1,-1,3.0,0.0,0.0,Not Given,0.0,0.0
620,SmarTest: Effectively Hunting Vulnerable Transaction Sequences in Smart Contracts through Language Model-Guided Symbolic Execution,"Sunbeom So, Seongjoon Hong, Hakjoo Oh",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-so.pdf,https://github.com/kupl/VeriSmart-public,1,1,1,0,0,0,0,1.0,0.0,-1.0,NLP,2.0,2.0
621,Explanation-Guided Backdoor Poisoning Attacks Against Malware Classifiers,"Giorgio Severi, Jim Meyer, Scott Coull, Alina Oprea",2.0,Usenix,2021,https://www.usenix.org/system/files/sec21-severi.pdf,https://github.com/ClonedOne/MalwareBackdoors,1,1,0,0,1,1,1,4.0,1.0,-1.0,LightGBM,2.0,2.0
622,Blind Backdoors in Deep Learning Models,"Eugene Bagdasaryan, Vitaly Shmatikov",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-bagdasaryan.pdf,https://github.com/ebagdasa/backdoors101,1,1,0,1,0,0,0,4.0,1.0,-1.0,ImageNet,2.0,2.0
623,Graph Backdoor,"Zhaohan Xi, Ren Pang, Shouling Ji, Ting Wang",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-xi.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,GraphNN,2.0,2.0
624,Demon in the Variant: Statistical Analysis of DNNs for Robust Backdoor Contamination Detection,"Di Tang, XiaoFeng Wang, Haixu Tang, Kehuan Zhang",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-tang-di.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,DNN,1.0,2.0
625,You Autocomplete Me: Poisoning Vulnerabilities in Neural Code Completion,"Roei Schuster, Congzheng Song, Eran Tromer, Vitaly Shmatikov",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-schuster.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,GPT,0.0,1.0
626,Poisoning the Unlabeled Dataset of Semi-Supervised Learning,Nicholas Carlini,3.0,Usenix,2021,https://www.usenix.org/system/files/sec21-carlini-poisoning.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,CNN,2.0,2.0
627,Double-Cross Attacks: Subverting Active Learning Systems,"Jose Rodrigo Sanchez Vicarte, Gang Wang, Christopher W. Fletcher",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-vicarte.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,Resnet,2.0,1.0
628,Finding Bugs Using Your Own Code: Detecting Functionally-similar yet Inconsistent Code,"Mansour Ahmadi, Reza Mirzazade Farkhani, Ryan Williams, and Long Lu",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-ahmadi.pdf,https://github.com/RiS3-Lab/FICS,1,2,0,0,0,0,0,0.0,0.0,0.0,"Clustering, graph2vec",0.0,0.0
629,GForce: GPU-Friendly Oblivious and Rapid Neural Network Inference,Lucien K. L. Ng and Sherman S. M. Chow,0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-ng.pdf,https://github.com/Lucieno/gforce-public,3,1,0,1,1,1,1,0.0,0.0,0.0,DNN,0.0,1.0
630,ABY2.0: Improved Mixed-Protocol Secure Two-Party Computation,"Arpita Patra, Thomas Schneider, Ajith Suresh, Hossein Yalame",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-patra.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"Logistic, MLP",1.0,1.0
631,Muse: Secure Inference Resilient to Malicious Clients,"Ryan Lehmkuhl and Pratyush Mishra,  Akshayaram Srinivasan, Raluca Ada Popa",,Usenix,2021,https://www.usenix.org/system/files/sec21-lehmkuhl.pdf,https://github.com/mc2-project/muse,3,2,0,1,0,2,0,1.0,1.0,-1.0,Neural networks,0.0,2.0
632,PatchGuard: A Provably Robust Defense against Adversarial Patches via Small Receptive Fields and Masking,"Chong Xiang, Arjun Nitin Bhagoji, Vikash Sehwag and Prateek Mittal",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-xiang.pdf,https://github.com/inspire-group/PatchGuard,1,1,1,0,0,3,0,4.0,1.0,-1.0,CNN,0.0,1.0
633,WaveGuard: Understanding and Mitigating Audio Adversarial Examples,"Shehzeen Hussain, Paarth Neekhara, Shlomo Dubnov, Julian McAuley, and Farinaz Koushanfar",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-hussain.pdf,https://github.com/shehzeen/waveguard_defense,1,1,1,0,1,3,0,4.0,1.0,-1.0,"Deep learning, speech recognition, audio transformations",2.0,1.0
634,Cost-Aware Robust Tree Ensembles for Security Applications,"Yizheng Chen, Shiqi Wang, Weifan Jiang, Asaf Cidon, and Suman Jana",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-chen-yizheng.pdf,https://github.com/surrealyz/growtrees,1,1,0,1,1,1,1,1.0,1.0,-1.0,Random Forest,2.0,2.0
635,Dompteur: Taming Audio Adversarial Examples,"Thorsten Eisenhofer, Lea Schönherr, and Joel Frank, Lars Speckemeier, Dorothea Kolossa and Thorsten Holz",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-eisenhofer.pdf,https://github.com/rub-syssec/dompteur,1,2,0,1,0,2,0,1.0,1.0,-1.0,Kaldi,2.0,1.0
636,SLAP: Improving Physical Adversarial Examples with Short-Lived Adversarial Perturbations,"Giulio Lovisotto, Henry Turner, and Ivo Sluganovic, Martin Strohmeier, Ivan Martinovic",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-lovisotto.pdf,https://github.com/ssloxford/short-lived-adversarial-perturbations,1,2,0,1,1,1,2,0.0,0.0,0.0,"Lisa-CNN, Gtsrb-CNN",2.0,2.0
637,Adversarial Policy Training against Deep Reinforcement Learning,"Xian Wu, Wenbo Guo, Hua Wei, and Xinyu Xing",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-wu-xian.pdf,https://github.com/nuwuxian/rl_attack,1,2,0,1,0,0,0,1.0,1.0,-1.0,Reinforcement Learning,2.0,2.0
638,DrMi: A Dataset Reduction Technology based on Mutual Information for Black-box Attacks,"Yingzhe He, Guozhu Meng, Kai Chen, Xingbo Hu, and Jinwen He",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-he-yingzhe.pdf,,0,-1,-1,-1,-1,-1,-1,1.0,0.0,-1.0,DNN,0.0,1.0
639,Deep-Dup: An Adversarial Weight Duplication Attack Framework to Crush Deep Neural Network in Multi-Tenant FPGA,"Adnan Siraj Rakin, Arizona State University; Yukui Luo and Xiaolin Xu",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-rakin.pdf,https://github.com/ASU-ESIC-FAN-Lab/DEEPDUPA,1,1,0,1,1,3,0,4.0,1.0,-1.0,DNN,1.0,2.0
640,Entangled Watermarks as a Defense against Model Extraction,"Hengrui Jia and Christopher A. Choquette-Choo, Varun Chandrasekaran, Nicolas Papernot",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-jia.pdf,https://github.com/cleverhans-lab/entangled-watermark,1,2,0,0,1,1,1,4.0,1.0,-1.0,ResNet,2.0,2.0
641,Mind Your Weight(s): A Large-scale Study on Insufficient Machine Learning Model Protection in Mobile Apps,"Zhichuang Sun, Ruimin Sun, Long Lu, and Alan Mislove",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-sun-zhichuang.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"LSTM, CNN, RNN",0.0,0.0
642,Hermes Attack: Steal DNN Models with Lossless Inference Accuracy,"Yuankun Zhu, Yueqiang Cheng, Husheng Zhou, Yantao Lu",1.0,Usenix,2021,https://www.usenix.org/system/files/sec21-zhu.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,1.0,0.0,DNN,2.0,2.0
643,Systematic Evaluation of Privacy Risks of Machine Learning Models,Liwei Song and Prateek Mittal,0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-song.pdf,https://github.com/inspire-group/membership-inference-evaluation,1,1,0,1,2,0,0,1.0,1.0,-1.0,"DenseNet, AlexNet, ResNet, Wide ResNet, VGG",1.0,0.0
644,Extracting Training Data from Large Language Models,"Nicholas Carlini, Florian Tramèr, Eric Wallace, Matthew Jagielski, Ariel Herbert-Voss,  Katherine Lee and Adam Roberts, Tom Brown, Dawn Song, Úlfar Erlingsson, Alina Oprea, Colin Raffel",2.0,Usenix,2021,https://www.usenix.org/system/files/sec21-carlini-extracting.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"Language Models, neural networks",0.0,1.0
645,SWIFT: Super-fast and Robust Privacy-Preserving Machine Learning,"Nishat Koti, Mahak Pancholi, Arpita Patra, and Ajith Suresh",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-koti.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"Logistic Regression, Neural Networks",0.0,1.0
646,Stealing Links from Graph Neural Networks,"Xinlei He, Jinyuan Jia, Michael Backes, Neil Zhenqiang Gong, Yang Zhang",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-he-xinlei.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,GNN,1.0,2.0
647,Leakage of Dataset Properties in Multi-Party Machine Learning,"Wanrong Zhang, Shruti Tople, Olga Ohrimenko",1.0,Usenix,2021,https://www.usenix.org/system/files/sec21-zhang-wanrong.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"Logistic Regression, MLPs, LSTMs, GCNs",0.0,0.0
648,Defeating DNN-Based Traffic Analysis Systems in Real-Time With Blind Adversarial Perturbations,"Milad Nasr, Alireza Bahramali, and Amir Houmansadr",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-nasr.pdf,https://github.com/SPIN-UMass/BLANKET,1,1,2,0,0,0,0,1.0,1.0,-1.0,DNN,1.0,1.0
649,Cerebro: A Platform for Multi-Party Cryptographic Collaborative Learning,"Wenting Zheng, Ryan Deng, Weikeng Chen, and Raluca Ada Popa, Aurojit Panda, Ion Stoica",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-zheng.pdf,https://github.com/mc2-project/cerebro,1,2,2,0,0,0,0,0.0,0.0,0.0,"Decision Trees, ADMM",0.0,0.0
650,Dirty Road Can Attack: Security of Deep Learning based Automated Lane Centering under Physical-World Attack,"Takami Sato, Junjie Shen, and Ningfei Wang, Yunhan Jia, Xue Lin,  Qi Alfred Chen",1.0,Usenix,2021,https://www.usenix.org/system/files/sec21-sato.pdf,https://sites.google.com/view/cav-sec/drp-attack,1,2,0,1,1,1,1,1.0,1.0,-1.0,DNN,0.0,0.0
651,HAWatcher: Semantics-Aware Anomaly Detection for Appified Smart Homes,"Chenglong Fu, Qiang Zeng, Xiaojiang Du",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-fu-chenglong.pdf,https://github.com/infinitywings/HAWatcher,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"OCSVM, NLP",0.0,1.0
652,Having Your Cake and Eating It: An Analysis of Concession-Abuse-as-a-Service,"Zhibo Sun, Adam Oest, and Penghui Zhang, Carlos Rubio-Medrano,  Tiffany Bao and Ruoyu Wang, Ziming Zhao, Yan Shoshitaishvili and Adam Doupé, Gail-Joon Ahn",1.0,Usenix,2021,https://www.usenix.org/system/files/sec21-sun-zhibo.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"NLP, Cross-Validation, SVM, Naive Bayesian, Logistic Regression, KNN, Multi-Layer Perceptron, Random Forest",0.0,1.0
653,SiamHAN: IPv6 Address Correlation Attacks on TLS Encrypted Traffic via Siamese Heterogeneous Graph Attention Network,"Tianyu Cui, Gaopeng Gou, Gang Xiong, Zhen Li, Mingxin Cui, and Chang Liu",0.0,Usenix,2021,https://www.usenix.org/system/files/sec21-cui.pdf,https://github.com/CuiTianyu961030/SiamHAN,3,1,1,1,1,1,1,1.0,1.0,-1.0,Siamese Networks,0.0,2.0
654,Zoom on the Keystrokes: Exploiting Video Calls for Keystroke Inference Attacks,"Mohd Sabra, Anindya Maiti, Murtuza Jadliwala",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_3A-1_23063_paper.pdf,,0,-1,-1,-1,-1,-1,-1,3.0,0.0,0.0,"Multiple, CNN (face detection), DeepLabv3",0.0,0.0
655,To Err.Is Human: Characterizing the Threat of Unintended URLs in Social Media,"Beliz Kaleli Boston, Brian Kondracki, Manuel Egele, Nick Nikiforakis, Gianluca Stringhini",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_3A-4_24322_paper.pdf,https://github.com/belizkaleli/TypoNoMo,4,0,2,1,0,0,0,0.0,0.0,0.0,"SVM (final), evaluated KNN, RFC",1.0,1.0
656,Understanding and Detecting International Revenue Share Fraud,"Merve Sahin, Aure ́lien Francillon",1.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_4C-2_24051_paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,RFC,1.0,2.0
657,Differential Training: A Generic Framework to Reduce Label Noises for Android Malware Detection,"Jiayun Xu, Yingjiu Li, Robert H. Deng",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_4C-3_24126_paper.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"Differential Training, Deep Learning, MLP",0.0,2.0
658,MINOS*: A Lightweight Real-Time Cryptojacking Detection System,"Faraz Naseem, Ahmet Aris, Leonardo Babun, Ege Tekiner, and A. Selcuk Uluagac",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_4C-4_24444_paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,CNN,2.0,2.0
659,Does Every Second Count? Time-based Evolution of Malware Behavior in Sandboxes,"Alexander Küchler, Alessandro Mantovani, Yufei Han, Leyla Bilge and Davide Balzarotti",1.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_4C-5_24475_paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,Gradient Boosted Trees,1.0,2.0
660,Let’s Stride Blindfolded in a Forest: Sublinear Multi-Client Decision Trees Evaluation,"Jack P. K. Ma Yongjun Zhao, Raymond K. H. Tai, Ahmet Aris, Sherman S. M. Chow",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_5C-1_23166_paper.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,Decision Tree,1.0,0.0
661,Practical Blind Membership Inference Attack via Differential Comparisons,"Bo Hui, Yuchen Yang, Haolin Yuan, Philippe Burlina, Neil Zhenqiang Gong, and Yinzhi Cao",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_5C-2_24293_paper.pdf,https://github.com/hyhmia/BlindMI,1,1,2,0,1,3,0,4.0,1.0,-1.0,"ResNet, MLP, CNN",2.0,2.0
